Section,Fonctionnalite,Clenzy_actuel,Hostaway,Guesty,Cible,Evolution_fonctionnelle,Evolution_technique,Multipays_FR_MA_KSA,Composants_Clenzy,Effort,Priorite
10. Intégrations & API / IoT,Gestion centralisee des cles/secrets d integration (rotation + chiffrement),ApiKeyEncryptionService (Jasypt AES-256) chiffre les cles partenaire et les secrets webhook HMAC ; pas de rotation programmee ni d audit d acces aux secrets centralise,Gestion de cles standard par integration,Gestion de cles + scopes (contexte SOC 2),Parite,"Les credentials d integration sont chiffres au repos, rotables a la demande et toute lecture est tracee pour l audit (exigence SOC 2)","Ajouter une rotation de cle de chiffrement (key versioning), exposer un endpoint de rotation par integration (re-chiffrement), journaliser les acces secrets via AuditAspect, verifier qu aucune cle n est jamais loggee (FeedUrlMasker/PiiMasker pour les URL/feeds)",Tous (FR/MA/KSA) - residence des secrets selon hebergement region,"integration/external/service/ApiKeyEncryptionService.java, service/MarketplaceService.java, service/WebhookDispatchService.java, audit/AuditAspect.java",M,P2
10. Intégrations & API / IoT,Sante des integrations (monitoring + alertes connecteur),Statut CONNECTED/DISCONNECTED par IntegrationPartner et compteur d echecs webhook ; pas de tableau de bord de sante des connecteurs ni d alerte proactive sur token expire / API down,Statut de connexion par channel,Health checks et alertes connecteurs,Parite,"Le host est alerte quand un connecteur tombe (token Airbnb expire, API down, webhook en echec repete) avant d en subir l impact","Job de health-check periodique par integration (ping/refresh token), exposer un IntegrationHealth (last_ok_at, error_rate) sur le dashboard Integrations, declencher notification admin sur degradation (jamais un catch silencieux : statut explicite + alerte)",Tous (FR/MA/KSA) - inclure les connecteurs de conformite par pays dans le monitoring,"model/IntegrationPartner.java, service/MarketplaceService.java, scheduler health-check (a creer), service de notification admin",M,P3
11. Application mobile,Câblage de la biométrie (login / verrou applicatif),"expo-local-authentication déclarée dans package.json mais NON importée/utilisée dans src/ (aucun authenticateAsync/hasHardwareAsync) ; promesse incohérente avec le code, à câbler ou retirer.",Biométrie non mise en avant publiquement.,Biométrie non documentée publiquement.,Parite,"Activer un verrou biométrique optionnel à l'ouverture de l'app et une re-authentification biométrique avant les actions sensibles (payout, suppression, validation d'intervention), avec repli code PIN.",Brancher expo-local-authentication (hasHardwareAsync/isEnrolledAsync/authenticateAsync) dans un BiometricGate au boot + sur les flux sensibles ; clé de session libérée depuis expo-secure-store seulement après succès ; préférence persistée (pas de token en localStorage/MMKV clair).,Prompts biométriques i18n fr/en/ar avec rendu RTL ; libellés conformes Face ID/Touch ID/empreinte sur iOS et Android FR/MA/KSA.,"expo-local-authentication, expo-secure-store, authStore, apiClient, BiometricGate (nouveau)",S,P1
11. Application mobile,RTL et arabe sur l'application mobile (I18nManager),85 écrans RN sans support RTL ni langue arabe ; le PMS web a fr/en/ar mais l'app mobile n'expose pas de bascule RTL ni de bundle ar.,RTL/arabe non documenté sur l'app.,RTL/arabe non documenté sur l'app.,Parite,"Ajouter l'arabe à l'app terrain et gestion, basculer toute la mise en page en RTL (alignements, icônes directionnelles, chevrons, swipes) selon la langue, sans casser fr/en LTR.","Activer I18nManager.forceRTL en fonction de la langue (reload contrôlé), remplacer left/right par start/end dans les styles, miroir des icônes directionnelles, bundle de traductions ar aligné sur les clés web (fr/en/ar) ; tests de rendu RTL.","Cœur multi-pays : arabe RTL pour KSA et MA, conservation LTR pour FR ; formats de date/heure/nombre localisés ; cohérence avec les locales web fr/en/ar.","I18nManager, i18n mobile (bundles fr/en/ar), styles start/end, icônes directionnelles",L,P1
11. Application mobile,Gestion des fuseaux horaires terrain (Casablanca / Riyadh),Affichages mobiles dépendants du contexte ; risque d'utiliser la zone de l'appareil au lieu de la timezone de la propriété pour planning et missions du jour.,"Gestion timezone standard, non détaillée mobile.","Gestion timezone standard, non détaillée mobile.",Parite,"Afficher et saisir les horaires de mission, check-in/out et SLA dans la timezone de la propriété concernée (Africa/Casablanca, Asia/Riyadh, Europe/Paris), avec indication explicite du fuseau quand il diffère de l'appareil.",Centraliser le formatage via un util dateFormat(propertyTimezone) (luxon/date-fns-tz) consommant property.timezone renvoyée par l'API ; bannir le formatage sur la zone appareil ; cohérent avec la règle backend timezone propriété (repli Europe/Paris).,"Cœur multi-pays : Africa/Casablanca, Asia/Riyadh, Europe/Paris ; affichage du décalage et du weekend local (ven-sam KSA) dans les missions du jour.","util dateFormat, property.timezone (API), TodayMissionsScreen, PlanningDashboardScreen",M,P1
11. Application mobile,Offline avancé (file de mutations + cache persistant),"syncEngine.ts : file persistante de mutations, retry exponentiel (backoff 30s), 4xx non-retryables sauf 408/429, ordonnancement par dépendances, flush auto au retour réseau ; MMKV + TanStack Query persister ; testé.",Offline avancé non documenté publiquement.,Offline avancé non documenté publiquement.,Differenciation,"Étendre la file offline aux nouveaux flux terrain (checklist custom, anomalie/Issue, photos de référence), exposer un indicateur clair d'éléments en attente de sync, et gérer les conflits (last-write vs détection serveur).",Généraliser syncEngine pour enregistrer les mutations Issue/Checklist avec dépendances (photo→intervention→issue) ; politique de conflit côté serveur via version/ETag ; tests étendus dans syncEngine.test.ts ; aucune mutation argent/statut sans recalcul serveur.,"Indicateurs de sync i18n fr/en/ar (RTL) ; horodatage des mutations en UTC, affichage en timezone propriété.","syncEngine, MMKV, queryClient, useNetworkStatus, Issue/Checklist mutations",M,P2
11. Application mobile,Capture de signature à valeur probante,"react-native-signature-canvas (TechSignatureScreen, SignatureScreen) = capture visuelle de preuve ; pas de signature certifiée/horodatée légale sur mobile.",Capture de signature non mise en avant.,Capture de signature non mise en avant.,Differenciation,"Permettre depuis l'app terrain une signature qui alimente un procès-verbal d'intervention certifié (horodatage, identité de l'agent), au-delà de la simple image de preuve.","Conserver la capture canvas comme preuve ; pour la valeur probante, déléguer au provider SES interne CLENZY_CUSTOM (lien /sign/{token} borné) côté backend qui appose le certificat iText ; l'app affiche le PDF via PdfViewerScreen.",Mentions de signature i18n fr/en/ar (RTL) ; horodatage en timezone propriété ; conformité par pays FR/MA/KSA.,"react-native-signature-canvas, TechSignatureScreen, SignatureScreen, PdfViewerScreen, SES CLENZY_CUSTOM",M,P3
11. Application mobile,Mises à jour OTA (EAS Update) multi-pays,expo-updates v29 avec channels (livraison sans repasser par les stores) ; patch instantané opérationnel.,OTA non documenté publiquement.,OTA non documenté publiquement.,Differenciation,"Déployer les correctifs OTA par phases (rollout progressif), avec rollback rapide en cas de régression, sans dépendre des cycles de validation des stores.",Configurer des channels EAS par environnement et un rollout progressif (expo-updates runtime version + rollback) ; surveiller l'adoption ; garder les changements natifs hors OTA (rebuild store).,Un même binaire FR/MA/KSA piloté par OTA ; bundles de langue (ar inclus) livrables sans store ; pas de divergence de version entre pays.,"expo-updates, eas.json, channels EAS, runtime version",S,P3
11. Application mobile,Notifications push localisées multi-pays,"expo-notifications + token Expo Push (usePushNotifications, pushService) + écran de préférences ; push natif complet, sans localisation/timezone explicite du contenu.",Push standard.,Push standard.,Parite,"Envoyer les notifications dans la langue de l'utilisateur (fr/en/ar) et planifier les rappels (mission du jour, check-out) selon la timezone de la propriété/utilisateur, avec quiet hours locales.",Localiser le payload côté backend (NotificationService) selon la préférence de langue de l'utilisateur ; calculer l'heure d'envoi en timezone propriété/utilisateur ; titres/corps i18n fr/en/ar.,"Langues fr/en/ar (RTL dans l'app) ; horaires d'envoi en Africa/Casablanca, Asia/Riyadh, Europe/Paris ; quiet hours et weekend local respectés.","expo-notifications, usePushNotifications, pushService, NotificationService (backend)",M,P2
11. Application mobile,Polish et perception stores (qualité native),"App native RN/Expo double couverture (85 écrans) mais aucun signal d'avis store public ; perçue moins polie que Hostaway (~4,8) et Guesty selon comparatifs.","App orientée actions rapides, bien notée (~4,8).",Apps perçues plus natives/polies (meilleur design).,Parite,"Élever la finition (cohérence visuelle, états de chargement/vides/erreurs, micro-interactions, accessibilité) sur les écrans terrain et gestion à fort usage, et structurer la collecte d'avis stores.","Audit design (skeleton loaders vs spinner, hover/active states, contraste, prefers-reduced-motion) sur les écrans clés ; respect des primitives partagées ; mesure de perf (rendu listes, images) ; prompt d'avis in-app post-tâche.",Finition vérifiée en RTL (ar) et LTR (fr/en) ; contrastes et tailles tactiles validés sur les 3 marchés ; captures stores localisées.,"écrans host/manager/housekeeper/technician, composants partagés RN, skeleton loaders, in-app review",M,P2
11. Application mobile,"Couverture terrain enrichie (Issue, checklist custom, photo de référence)","11 écrans terrain (technician 5 + housekeeper 6) couvrant missions, checklist par pièce codée en dur, photo, anomalie, signature ; pas d'écran Issue de premier ordre ni de checklist custom.",App cleaner standard (tâches/checklists).,App cleaner avec checklists/photos.,Differenciation,"Ajouter à l'app terrain la création/suivi d'anomalies de premier ordre, l'exécution des checklists configurées par unité (avec photo obligatoire) et l'affichage des photos de référence pendant le ménage.","Nouveaux écrans/flux RN consommant les entités backend Issue et ChecklistTemplate (au lieu des constantes en dur), photo de preuve obligatoire au check-off, mutations enregistrées dans syncEngine pour fonctionnement offline.",Écrans i18n fr/en/ar avec rendu RTL ; horodatage des relevés en timezone propriété ; cohérent avec équipes terrain MA/KSA.,"écrans technician/housekeeper, Issue (backend), ChecklistTemplate (backend), CleaningChecklistScreen, syncEngine",L,P2
11. Application mobile,Sécurité du token au repos (Keychain / Keystore),"Token au repos via expo-secure-store (Keychain iOS / Keystore Android), conforme à la règle sécurité #7 (jamais en clair) ; pas de token en localStorage/MMKV clair.",Stockage sécurisé standard implicite.,Stockage sécurisé standard implicite.,Parite,"Conserver le stockage sécurisé et conditionner l'accès au token à la biométrie, avec expiration/rotation de session et purge au logout sur les 3 pays.",Maintenir expo-secure-store comme unique coffre du token ; libération conditionnée au BiometricGate ; rotation/expiration gérée côté authStore + apiClient ; jamais de secret en MMKV clair ni en logs (PiiMasker côté backend).,Comportement identique FR/MA/KSA ; messages d'erreur d'auth i18n fr/en/ar (RTL).,"expo-secure-store, authStore, apiClient, BiometricGate",S,P3
"12. Admin, sécurité & conformité",Authentification a deux facteurs (2FA / TOTP),"Aucune 2FA exposee (zero occurrence mfa/otp/totp/webauthn dans le backend) ; auth Keycloak/SSO seule, RBAC actif mais second facteur absent",2FA obligatoire pour tous les utilisateurs (SMS),2FA disponible (contexte SOC 2),Parite,L utilisateur active un second facteur (app TOTP type Google Authenticator) ; l org peut rendre la 2FA obligatoire pour ses membres,"Activer le required action CONFIGURE_TOTP dans le realm Keycloak clenzy (clenzy-infra), exposer l enrolment/desactivation via Keycloak Account API, ajouter une policy org-level mfa_required propagee comme required action conditionnelle, surface frontend dans Settings/securite","Tous (FR/MA/KSA) - TOTP agnostique pays, eviter SMS seul (couverture/cout MA/KSA)","Keycloak realm clenzy (clenzy-infra), config/SecurityConfigProd.java, model/Organization.java (flag mfa_required), Settings frontend securite",M,P0
"12. Admin, sécurité & conformité",Trajectoire SOC 2 Type II,"Pas de SOC 2 ni ISO 27001 ; briques presentes (audit AuditAspect, TenantFilter fail-closed, chiffrement secrets, RBAC) mais pas de programme de conformite ni d evidences collectees","Posture securite alignee marche, 2FA obligatoire",SOC 2 Type II + PCI DSS Level 1 (positionnement enterprise),Parite,"Clenzy peut presenter un rapport SOC 2 aux clients enterprise et aux DSI, debloquant les deals grands comptes (notamment hospitality KSA/Gulf)","Definir le perimetre (Trust Services Criteria security/availability/confidentiality), outiller la collecte d evidences (logs audit, revues d acces, gestion des changements via CI/CD existant), formaliser les policies, faire un audit de readiness puis Type I -> Type II sur 6-12 mois ; capitaliser sur AuditAspect et le flux CI/CD comme controles","Tous (FR/MA/KSA) - SOC 2 reconnu a l international, atout commercial Gulf","audit/AuditAspect.java, repository/SecurityAuditLogRepository.java, CI/CD (change management), GdprService, programme conformite (a structurer)",L,P2
"12. Admin, sécurité & conformité",Signature electronique conforme par juridiction,"SignatureProviderType enumere YOUSIGN/UNIVERSIGN/DOCAPOSTE (QTSP eIDAS FR) + DOCUSEAL + CLENZY_CUSTOM ; SES interne actif, niveaux AES/QES non branches, aucune logique de selection par pays du regime de signature",Signature deleguee a integrations tierces,Signature via marketplace eSign,Differenciation,"Le mandat de gestion est signe avec le niveau juridique requis par le pays : QES/AES eIDAS en France, regime conforme au Maroc et en Arabie (validite locale du document)","Resoudre le provider de signature par juridiction (signature_regime sur la config pays) : FR -> Yousign/Universign QTSP (AES/QES), MA/KSA -> provider adapte au droit local ou SES scelle PAdES (DocuSeal) avec horodatage, brancher SignatureProviderRegistry.getProvider sur le pays de l org plutot que sur un active-provider global unique","FR (eIDAS QES/AES), MA (droit local), KSA (regime local) - selection par juridiction","service/signature/SignatureProviderRegistry.java, service/signature/SignatureProviderType.java, integration/external/YousignSignatureProvider.java, config pays (signature_regime), service/signature/ContractSignatureService.java",L,P1
"12. Admin, sécurité & conformité",Cablage conformite declaration voyageurs par pays (securite des connecteurs),ComplianceConnection (model + controller + repo) chiffre les credentials mais StubComplianceConnectionTestStrategy valide toute cle >=8 sans appel reel ni transmission aux autorites,Declaration via apps marketplace tierces,Declaration via partenaires par pays,Differenciation,"La transmission des donnees voyageur aux autorites est reelle, traçable et conforme : police FR (Chekin), DGSN Maroc, MOI/Absher-Shomoos Arabie, avec accuse archive","Implementer les 3 strategies reelles (auth + appel API autorite), persister l accuse et le statut de declaration, chiffrer les credentials via ApiKeyEncryptionService, tracer chaque envoi dans l audit, appliquer une retention/minimisation des donnees voyageur (lien GDPR/PII) ; secrets jamais loggés (PiiMasker)","FR (Chekin/police), MA (DGSN), KSA (Absher/Shomoos via MOI) - obligation legale par pays","integration/compliance/strategy/StubComplianceConnectionTestStrategy.java, integration/compliance/service/ComplianceConnectionService.java, integration/external/service/ApiKeyEncryptionService.java, audit/AuditAspect.java, service/GdprService.java",L,P1
"12. Admin, sécurité & conformité",ZATCA e-invoicing sortant securise (Arabie Saoudite),SaudiComplianceStrategy gere ZATCA Phase 1 (facture simplifiee + QR code) cote generation documentaire ; pas d integration sortante temps reel (clearance/reporting Phase 2) vers la plateforme Fatoora,Pas de ZATCA natif,Pas de ZATCA natif (delegue integrations locales),Differenciation,"Les factures KSA sont transmises a l autorite fiscale (ZATCA Fatoora) en temps reel avec clearance/cryptographic stamp, condition d operer legalement en Arabie","Cabler un EInvoicingProvider ZATCA en sortie (CSID/onboarding device, signature XML UBL, appel API clearance/reporting, gestion du compteur ICV et du PIH), declenche post-emission facture hors transaction avec idempotency ; l abstraction EInvoicingProvider est portee par l agent multi-pays, ici la plomberie d appel sortant + secrets + audit",KSA (ZATCA Phase 2) - specifique Arabie,"compliance/country/SaudiComplianceStrategy.java, EInvoicingProvider ZATCA (cablage sortant), integration/external/service/ApiKeyEncryptionService.java, audit/AuditAspect.java",L,P1
"12. Admin, sécurité & conformité",RBAC fin + revue d acces periodique,"RBAC 8 roles + ~45-84 permissions via PermissionInitializer, TenantFilter fail-closed, ownership validation (requireSameOrganization) ; pas de revue d acces periodique ni de rapport d habilitations",Roles utilisateurs standard,RBAC + controles d acces (contexte SOC 2),Parite,"L admin org revoit periodiquement qui a acces a quoi, exporte un rapport d habilitations et detecte les acces dormants (exigence SOC 2)","Ajouter un rapport d acces (roles + permissions effectives par user), un job de detection de comptes inactifs, une UI de revue trimestrielle avec attestation, conserver l invariant ownership (requireSameOrganization apres tout findById) ; eviter tout matching negatif de profil securite",Tous (FR/MA/KSA) - cloisonnement org transverse aux pays,"config/PermissionInitializer.java, tenant/TenantFilter.java, model/UserRole.java, controller admin permissions, rapport d acces (a creer)",M,P2
"12. Admin, sécurité & conformité",Piste d audit immuable + export (admin/sécurité),AuditAspect + SecurityAuditLogRepository + AuditLoggingInterceptor journalisent les actions ; pas d export horodate ni de garantie d immuabilite/retention formalisee pour audit externe,Journalisation basique,Audit logs + retention (contexte SOC 2),Parite,"Toute action sensible (connexion, changement de role, acces secret, modif facture) est tracee de maniere inalterable, consultable et exportable pour un auditeur","Garantir l append-only (pas d UPDATE/DELETE sur audit, contrainte DB), ajouter retention configurable, endpoint d export filtre (user/date/type) reserve admin, integrer les acces secrets et les declarations conformite dans le perimetre audite",Tous (FR/MA/KSA) - retention selon obligations locales,"audit/AuditAspect.java, audit/Audited.java, repository/SecurityAuditLogRepository.java, config/AuditLoggingInterceptor.java, Liquibase (append-only)",M,P2
"12. Admin, sécurité & conformité",Gestion des cles API par scopes + rotation (securite API publique),ApiKeyService genere des cles (raw une seule fois) sur /api/developer restreint par role ; pas de scopes granulaires par cle ni d expiration/rotation automatique,Cle API par compte,Cles + scopes (Open API),Parite,"Un partenaire ou un host limite une cle a des ressources precises (lecture seule, calendrier uniquement) et la fait expirer/rotater sans casser l integration","Ajouter des scopes par cle (read/write x ressource) verifies sur /api/public/v1, expiration + rotation (cle de remplacement avec chevauchement), rate limiting par cle (RateLimitInterceptor), hash de la cle en base (jamais en clair), revocation immediate",Tous (FR/MA/KSA) - agnostique pays,"service/ApiKeyService.java, controller/PublicApiController.java, config/RateLimitInterceptor.java, model ApiKey (scopes), config/SecurityConfigProd.java",M,P2
"12. Admin, sécurité & conformité",Conformite RGPD operationnelle (droits sujets + DPA),"GdprService present (acces/effacement) ; pas de portail self-service droits des personnes, ni de gestion automatisee des DPA/sous-traitants, ni de registre des traitements outille",Conformite RGPD de base,RGPD + DPA enterprise (contexte SOC 2),Parite,"Un guest exerce ses droits (acces/portabilite/effacement) en self-service, l org gere ses DPA et le registre des traitements ; pertinent pour la residence des donnees multi-pays","Exposer des endpoints RGPD self-service (export/effacement avec anonymisation des references), formaliser le registre des sous-traitants (Stripe/Brevo/providers conformite), tracer les consentements, articuler avec la retention des donnees voyageur des connecteurs conformite","FR/EU (RGPD), MA (loi 09-08), KSA (PDPL) - regimes data protection distincts par pays","service/GdprService.java, model guest/reservation, integration/compliance (retention voyageurs), audit/AuditAspect.java",M,P2
"12. Admin, sécurité & conformité","Securite de l API publique (rate limiting, anti-IDOR, headers)",RateLimitInterceptor + SecurityConfigProd (cacheControl no-store) + ownership requireSameOrganization ; surface /api/developer restreinte par role mais pas de durcissement specifique a une API publique exposee a des tiers,API publique avec auth par cle,Open API durcie (contexte SOC 2/PCI),Parite,"L API publique resiste a l abus (quotas par cle), interdit l acces cross-org (IDOR) et applique les headers de securite, conditions pour ouvrir l ecosysteme sans risque","Quotas par cle + 429 standard, validation systematique d org sur chaque ressource chargee par ID (filtre Hibernate + requireSameOrganization), conserver les headers SecurityConfigProd, resoudre l IP cliente derriere proxy via TrustedClientIpResolver (jamais X-Forwarded-For brut), liste positive permitAll dans SecurityConfigProd",Tous (FR/MA/KSA) - agnostique pays,"config/RateLimitInterceptor.java, config/SecurityConfigProd.java, controller/PublicApiController.java, service/SmartLockService.java (pattern ownership), TrustedClientIpResolver",M,P1
"12. Admin, sécurité & conformité",Securisation des webhooks (entrants + sortants),"Webhooks sortants signes HMAC ; webhooks entrants multiples (Stripe, Airbnb, Channex, Brevo, Nuki, KeyNest...) avec verification variable, pas de standard transverse de validation de signature ni de protection anti-replay generalisee",Webhooks signes,Webhooks signes + verification,Parite,"Tout webhook entrant est verifie (signature + horodatage anti-replay) et tout webhook sortant est signe, garantissant l integrite des flux d integration","Centraliser un WebhookSignatureVerifier (HMAC + tolerance timestamp anti-replay) applique uniformement aux controllers entrants, conserver la signature HMAC sortante, idempotency sur les events critiques (paiement) via UPDATE conditionnel pour eviter le double traitement sur re-livraison",Tous (FR/MA/KSA) - agnostique pays,"service/WebhookDispatchService.java, controller/StripeWebhookController.java, integration/*/WebhookController, WebhookSignatureVerifier (a centraliser), PaymentStatusTransitionService",M,P2
"12. Admin, sécurité & conformité",Validation fail-fast des secrets et config au boot,"EnvironmentValidator (pattern fail-fast) present ; secrets d integration chiffres, mais l ajout de providers (signature/conformite/ZATCA par pays) multiplie les credentials a valider au demarrage",Config standard,Gestion de secrets (contexte SOC 2),Parite,"L application refuse de demarrer si un pays actif manque un provider configure (signature, conformite, e-invoicing), evitant les bugs prod-only silencieux","Etendre EnvironmentValidator pour verifier au boot la coherence des providers par pays actif (Country.enabled -> provider resolu), jamais de credentials par defaut, fail-fast si secret absent en prod, journaliser les validations sans exposer les valeurs",Tous (FR/MA/KSA) - un pays actif sans provider = echec boot,"EnvironmentValidator, config pays (Country), service/signature/SignatureProviderRegistry.java, integration/compliance/service/ComplianceConnectionService.java",S,P2
"12. Admin, sécurité & conformité",SSO entreprise + provisioning (SCIM) pour grands comptes,Keycloak/SSO en place (realm clenzy) ; pas de federation SAML/OIDC vers l IdP client ni de provisioning automatise (SCIM) des utilisateurs grands comptes,SSO limite,SSO entreprise (contexte enterprise),Parite,"Un grand compte (conciergerie, groupe hotelier KSA) connecte son annuaire (Azure AD/Okta) et provisionne/deprovisionne ses agents automatiquement","Configurer la federation d identite Keycloak (Identity Brokering SAML/OIDC) par org, activer le provisioning SCIM (creation/desactivation user + mapping roles) cote realm clenzy, mapper les roles IdP vers le RBAC Clenzy",Tous (FR/MA/KSA) - pertinent pour groupes hoteliers Gulf,"Keycloak realm clenzy (clenzy-infra, Identity Brokering + SCIM), config/SecurityConfigProd.java, mapping roles UserRole.java",L,P3
13. IA & automatisation,Assistant conversationnel / copilote gestionnaire,"Socle superieur aux PMS classiques mais sous-exploite : AgentOrchestrator + AgentToolLoopRunner streaming SSE, 27 tools metier (service/agent/tools/), prompt compose en sections XML (DefaultSystemPromptComposer), anti-hallucination et garde prompt-injection. Copilote fonctionnel mais cantonne au chat assistant, pas embarque dans chaque ecran. Score 3/3 technique, ~1.5/3 produit.","Pas de copilote conversationnel natif fort ; AI Assistant en add-on (+30 dollars/mois/bien), recours frequent a HostBuddy (marketplace) pour combler. Score 2/3.","Guesty AI / Copilot embarque dans le PMS, entraine sur les donnees temps reel (reservations, listings, interactions). Reference produit du marche. Score 3/3.",Differenciation,"Copilote contextuel ouvrable depuis chaque module (suggestions d'action sur la resa/le sejour affiche), reponses citant les donnees temps reel, personnalisation du ton par organisation, et bascule de langue automatique selon le guest.",Brancher AgentContext sur le contexte d'ecran (entityType/entityId courant) ; injecter une PromptSection de ton org-scopee ; reutiliser AgentToolLoopRunner pour le streaming ; widget copilote partage cote front consommant les events SSE existants.,"System prompt et reponses en arabe (locale AR detectee), rendu RTL du panneau copilote, ton localise par marche FR/MA/KSA.","service/agent/AgentOrchestrator.java, AgentToolLoopRunner.java, prompt/DefaultSystemPromptComposer.java, AgentContext.java, client modules assistant",M,P1
13. IA & automatisation,Architecture multi-agent productisee,"Socle dormant majeur : package multiagent/ complet (OrchestratorAgent meta-tool delegate_to, SpecialistRegistry auto-collecte DI, 8 specialistes Communication/Operations/Workflow/DataAnalyst/Insights/Memory/Navigation/Context, garde MAX_DELEGATIONS=3, fallback mono-agent automatique) mais flag clenzy.assistant.multi-agent.enabled=false. Code pret, jamais active. Score 1/3 produit.",Pas d'architecture multi-agent productisee ; orchestration limitee. Score 1/3.,Agent Hub (1er juin 2026) : systeme coordonne d'agents autonomes Revenue/Communication/Operations/Finance/Marketing/Reviews + serveur MCP. Reference agentique du marche. Score 3/3.,Parite,"Beta opt-in par organisation : routage vers specialistes, journal des delegations visible, basculement transparent vers mono-agent en cas d'echec, metriques de qualite de routing avant generalisation.","Passer le flag a true par org (feature flag par organization_id, pas global) ; brancher metriques Micrometer deja amorcees dans OrchestratorAgent ; granularite usage tokens par specialiste (v2 annoncee dans le code) ; tests de non-regression mono vs multi-agent.",Specialistes heritent de la locale de l'org ; routing insensible a la langue (meta-tool deterministe T=0.1) ; reponses finales localisees FR/EN/AR.,"service/agent/multiagent/OrchestratorAgent.java, SpecialistRegistry.java, specialists/*.java, AgentOrchestrator.canUseMultiAgent/tryMultiAgentFlow, flag clenzy.assistant.multi-agent.enabled",M,P1
13. IA & automatisation,IA agentique d'action securisee (tools + garde-fous),"Tools d'action reels (cancel_reservation, send_guest_message, block_calendar_day, assign_intervention, update_property_status, create_intervention) avec requiresConfirmation=true sur les actions sensibles, PendingToolStore (pause/confirm TTL 10 min) + endpoint tool-confirm. Garde-fou present mais ownership a durcir tool par tool. Score ~1.5/3.",AI Task Creation limitee ; actions automatiques restreintes. Score 1/3.,"Agents qui executent les taches (carry out) et non plus seulement suggerent, sous guardrails operateur. Reference agentique. Score 3/3.",Differenciation,"Etendre le catalogue d'actions automatisables (taches operationnelles, ajustements planning), seuils de confiance par type d'action, escalade humaine sur les cas sensibles, trace d'audit consultable.","Imposer requireSameOrganization(entity) apres chaque findById dans les tools (regle audit Z2-SEC, pattern SmartLockService) ; rate-limit par tool ; AuditLog des invocations ; recalcul serveur des montants jamais issus du LLM (regle argent) ; pas d'appel externe dans une transaction.",Messages d'action et confirmations localises ; respect des contraintes legales locales (ex : pas d'annulation/remboursement auto la ou la reglementation l'encadre).,"service/agent/tools/CancelReservationTool.java, SendGuestMessageTool.java, PendingToolStore.java, ToolHandler.java (requiresConfirmation), endpoint /assistant/tool-confirm",L,P1
13. IA & automatisation,Auto-reponse messagerie (autopilot guest),"ABSENT en envoi auto : send_guest_message exige confirmation (pas d'autopilot), pas de seuil de confiance ni d'escalade automatique. Le copilote sait rediger mais l'envoi reste manuel. Score 1/3.","AI Reply = brouillons pour validation humaine (Draft Replies) ; Auto Reply en beta limitee, pas GA. Score 3/3 sur le draft, partiel sur l'autopilot.","ReplyAI Autopilot (avril 2026) : envoi automatique avec seuils de confiance, types de messages parametrables, comportement par propriete, escalade des cas complexes/sensibles. Reference. Score 3/3.",Parite,"Mode autopilot opt-in par propriete, seuil de confiance reglable, liste blanche de types de messages auto-repondables (FAQ, check-in), escalade vers operateur si confiance basse ou sujet sensible, garde fenetre 24h WhatsApp.","AutopilotPolicy par propriete (seuil, types autorises) ; scoring de confiance du LLM ; brancher sur ConversationService inbound + AutomationRule (declencheur message entrant sans reponse) ; routage canal sortant par pays ; respect EmailHtmlSanitizer/escapeHtml.",Auto-reponse multilingue FR/EN/AR ; canal prioritaire WhatsApp au Maroc/KSA ; templates Meta pre-approuves AR hors fenetre 24h.,"service/agent/tools/SendGuestMessageTool.java, service/ConversationService.java, AutomationRule (declencheur message entrant), WhatsAppProviderResolver",L,P1
13. IA & automatisation,Detection d'anomalies / fraude paiement,"ABSENTE cote metier : IncidentDetectionScheduler ne fait que du health-check infra (PostgreSQL/Redis/Kafka/Keycloak/SMTP/Stripe/disque toutes les 5 min). Aucune detection d'anomalie metier (fraude paiement, no-show, bruit anormal). Brique portfolio/ existe (detecteurs de patterns cross-portefeuille) mais orientee insights, pas alerte temps reel. Score 0/3.",Detection d'anomalies/fraude partielle. Score 2/3.,Operations/Finance agents temps reel ; detection d'enjeux en continu (issue detection ReplyAI). Score 3/3 (fraude paiement non explicitee).,Parite,"Detecteurs configurables par type (paiement suspect, double-credit, bruit hors seuil, no-show probable, ecart de ledger), severite, notification in-app/email/admin, faux positifs marquables pour ajuster les seuils.","AnomalyDetectionService + interface AnomalyDetector (pattern PortfolioPatternDetector : regles YAML + stats z-score, LLM en 2e passe sur les cas ambigus) ; declenche via scheduler dedie et events Kafka paiement ; reutilise PaymentStatusTransitionService/ledger ; alertes via NotificationService ; pas de catch avaleur (regle audit).","Regles de fraude calibrees par pays (montants, devises EUR/MAD/SAR, moyens de paiement locaux) ; seuils bruit selon reglementation locale ; signaux ZATCA pour la coherence factures KSA.","nouveau service/AnomalyDetectionService.java + AnomalyDetector, scheduler/IncidentDetectionScheduler.java (reference infra), service/agent/portfolio/PortfolioPatternDetector.java (pattern reutilisable), Minut integration, NotificationService",L,P1
